,genre,score,sentiment
12956,Music,5.15,1
9784,Music,5.15,1
1694,nan,5.15,1
10752,Mystery,5.16,1
10744,Comedy; Parody; Super Power,5.16,1
13011,Adventure,5.16,1
12351,Action; Shounen; Super Power,5.16,1
13053,Music; Kids,5.16,1
12992,Music; Kids,5.16,1
5637,Action; Adventure; Mecha; Sci-Fi; Shounen; Super Power,5.16,1
5786,Drama; Romance,5.16,1
4467,Action; Sci-Fi,5.16,1
9352,Sci-Fi; Mecha,5.16,1
11604,Hentai,5.16,1
5955,Kids,5.16,1
8234,Music; Slice of Life; Kids,5.16,1
5012,Romance; Drama; Seinen,5.16,1
2792,Slice of Life,5.16,1
3843,Action; Fantasy; Supernatural,5.16,1
10116,Comedy; Fantasy,5.16,1
10153,Adventure; Comedy; Fantasy; Magic; Shounen,5.17,1
13439,Slice of Life; Comedy,5.17,1
1969,Comedy,5.17,1
6370,Adventure; Comedy; Slice of Life,5.17,1
14173,Drama; Kids,5.17,1
12136,Adventure; Comedy; Fantasy; Kids,5.17,1
8510,Action; Drama; Sci-Fi; Shounen,5.17,1
3515,Music,5.17,1
1275,Comedy; Kids,5.17,1
11757,Kids,5.17,1
13344,Fantasy,5.17,1
12257,Comedy; Kids,5.17,1
10334,Comedy,5.17,1
12208,Kids; Drama,5.17,1
6081,nan,5.17,1
12655,Comedy; Parody; Super Power,5.17,1
5570,Music; Kids,5.17,1
1751,Music,5.17,1
2051,Comedy; Parody,5.17,1
8226,Drama,5.17,1
14219,Kids,5.17,1
3906,Comedy; Fantasy; Magic,5.17,1
12124,Hentai,5.17,1
12291,Comedy,5.17,1
6059,Drama; Kids,5.17,1
13971,Action; Comedy,5.17,1
11195,Music,5.17,1
6753,nan,5.17,1
2268,Historical; Military,5.18,1
12874,Comedy; Ecchi; Fantasy,5.18,1
10104,Action; Fantasy; Historical,5.18,1
3281,Comedy; Sports,5.18,1
14402,Music,5.18,1
10307,Dementia; Supernatural; School; Drama; Horror; Mystery,5.18,1
11599,Hentai,5.18,1
6322,Fantasy; Kids,5.18,1
3105,Hentai,5.18,1
7705,Slice of Life,5.18,1
1949,Fantasy,5.18,1
6036,Adventure; Fantasy,5.18,1
4313,Comedy,5.18,1
11407,Adventure; Kids,5.18,1
632,Comedy; Slice of Life,5.18,1
13664,Kids,5.18,1
3803,Mystery,5.18,1
2678,Action; Demons; Music; Sci-Fi; Shounen,5.18,1
9181,Slice of Life; Comedy,5.18,1
13914,Music; Kids,5.18,1
5969,Horror,5.18,1
13189,Comedy,5.19,1
1288,Magic; Comedy; Sci-Fi,5.19,1
10770,Action; Hentai; Romance,5.19,1
3495,Dementia,5.19,1
8546,Hentai; Demons,5.19,1
8749,Music,5.19,1
3456,Action; Demons; Historical; Supernatural,5.19,1
4082,Music; Kids,5.19,1
8225,Comedy; Drama; Ecchi; Romance; School,5.19,1
11225,Fantasy; Music,5.19,1
4904,Dementia; Drama; Psychological; Romance; Shounen Ai,5.19,1
13845,Music,5.19,1
12287,Hentai,5.19,1
1527,Slice of Life,5.19,1
10391,Action; Comedy; Sports,5.19,1
1905,Dementia; Horror,5.19,1
13699,Hentai,5.19,1
12514,Historical,5.19,1
3373,Comedy; Hentai; Parody,5.19,1
8654,Action; Adventure; Fantasy,5.19,1
14037,Slice of Life; Comedy,5.2,1
1724,Adventure; Romance; Historical,5.2,1
4459,Sci-Fi; Kids,5.2,1
7500,Dementia,5.2,1
10561,Comedy,5.2,1
6764,Fantasy,5.2,1
9956,Adventure; Fantasy,5.2,1
14135,Drama,5.2,1
4967,Cars; Comedy,5.2,1
9936,Mystery,5.2,1
11218,Dementia,5.2,1
9249,Comedy; Kids,5.2,1
11509,Action; Magic; Martial Arts,5.2,1
9413,Comedy,5.2,1
7700,Adventure; Dementia; Fantasy,5.2,1
13041,Action; Sci-Fi; Adventure,5.2,1
7560,Demons; Kids,5.2,1
14172,Historical,5.2,1
4663,Music; Dementia,5.2,1
4004,Music; Comedy,5.2,1
13985,Drama; Kids,5.2,1
11421,Comedy; Psychological; Thriller,5.2,1
7045,Action; Sci-Fi,5.2,1
87,Ecchi; Fantasy,5.2,1
5888,Dementia,5.2,1
291,Music; Slice of Life; Kids,5.2,1
7681,Comedy; Ecchi; Magic,5.2,1
9739,Comedy; Kids; School; Slice of Life,5.2,1
9725,Fantasy; Kids,5.2,1
4845,Comedy; Dementia,5.2,1
8390,Adventure,5.2,1
9394,Music; Dementia; Fantasy,5.2,1
6291,Music; Kids,5.2,1
11876,Kids; Sports,5.2,1
14194,Kids,5.2,1
13064,Ecchi,5.2,1
3080,Action; Historical; Sci-Fi; Shounen,5.2,1
14193,Kids; School,5.2,1
3505,Psychological; School,5.2,1
3876,Comedy; Parody; Super Power,5.2,1
2126,Adventure; Comedy; Fantasy; Historical; Kids; Magic; Sci-Fi; Space; Supernatural,5.21,1
10682,Dementia,5.21,1
5212,Music; Sci-Fi,5.21,1
11902,Adventure,5.21,1
6300,Historical; Kids,5.21,1
2196,Hentai; School,5.21,1
9164,Music,5.21,1
4493,Hentai,5.21,1
12529,Kids; Comedy,5.21,1
6356,Music,5.21,1
10484,Music,5.21,1
1667,Supernatural,5.21,1
7305,Comedy,5.21,1
2520,Comedy; Ecchi; Game,5.21,1
7545,Fantasy,5.21,1
3481,Music,5.21,1
6314,Music; Kids; Romance,5.21,1
9616,Action; Kids,5.21,1
2125,nan,5.21,1
8108,Action; Super Power,5.21,1
11726,Comedy,5.21,1
252,Fantasy; Comedy,5.21,1
5195,Music,5.21,1
6780,Action; Sci-Fi; Adventure; Space; Drama,5.21,1
633,Comedy,5.21,1
5124,Fantasy; Historical,5.21,1
1964,Comedy; Kids,5.21,1
1313,Kids; Music; Romance,5.22,1
1308,Supernatural,5.22,1
3534,Comedy; Slice of Life,5.22,1
9590,Drama; Romance; Shounen Ai,5.22,1
7488,Hentai; Yuri,5.22,1
12482,Romance,5.22,1
14126,Drama; Slice of Life,5.22,1
2626,Sci-Fi,5.22,1
8213,Music; Kids,5.22,1
5558,Space,5.22,1
4805,Action; Martial Arts,5.22,1
2002,Kids,5.22,1
9532,Action; Ecchi; Martial Arts,5.22,1
822,Action; Seinen,5.22,1
6005,Hentai,5.22,1
5505,Comedy,5.22,1
6075,Comedy,5.22,1
3586,Action; Sci-Fi; Horror; Police; Supernatural,5.22,1
3583,Cars,5.22,1
9299,Fantasy,5.22,1
287,Music; Kids,5.22,1
11579,Comedy; Hentai,5.22,1
14266,Fantasy; Kids,5.22,1
10597,Kids; Music,5.22,1
7794,Comedy; Historical,5.22,1
12496,Slice of Life,5.23,1
3139,Kids,5.23,1
7129,Comedy,5.23,1
10891,Hentai,5.23,1
12120,Slice of Life,5.23,1
12219,Fantasy,5.23,1
5317,Adventure; Supernatural,5.23,1
9632,Military; Historical,5.23,1
12157,Dementia; Music,5.23,1
12533,Comedy; Sci-Fi,5.23,1
2289,Adventure,5.23,1
7733,Sci-Fi; Adventure; Space,5.23,1
8395,Hentai,5.23,1
4889,Hentai; Yuri,5.23,1
11414,Military; Sci-Fi,5.23,1
13607,Music,5.23,1
391,Action; Adventure; Cars,5.23,1
12296,Slice of Life,5.23,1
5239,Sci-Fi; Adventure; Comedy; Kids,5.23,1
7176,Comedy; Slice of Life,5.23,1
7418,Historical; Supernatural,5.23,1
12167,Dementia; Music,5.23,1
2215,Comedy,5.23,1
9264,Music; Supernatural; Vampire,5.23,1
11090,Music,5.24,1
3874,Samurai; Music,5.24,1
3452,Hentai,5.24,1
12033,Magic,5.24,1
6535,Fantasy; Magic; Shoujo,5.24,1
4492,Action; Sci-Fi; Horror; Supernatural; Vampire; Shounen Ai,5.24,1
6893,Fantasy,5.24,1
5277,Music,5.24,1
2455,Action; Mecha; Sci-Fi,5.24,1
2685,Music,5.24,1
233,Music,5.24,1
3924,Supernatural; Drama,5.24,1
4841,Dementia,5.24,1
902,Seinen,5.24,1
5164,Drama,5.24,1
9245,Supernatural,5.24,1
11027,Comedy,5.24,1
2570,Hentai,5.24,1
9392,Comedy; Sports,5.24,1
6301,Military; Adventure; Comedy,5.24,1
9289,Hentai; Yuri,5.24,1
606,Supernatural,5.24,1
5693,Music,5.24,1
12868,Dementia,5.24,1
6974,Kids; Fantasy,5.24,1
5798,Fantasy,5.24,1
13891,Action; Sci-Fi; Adventure; Romance; Mecha,5.25,1
4532,Music,5.25,1
14215,Kids; Samurai; Historical; Drama,5.25,1
1193,Hentai,5.25,1
14379,Kids; Adventure,5.25,1
1026,Comedy; Fantasy; Kids,5.25,1
12951,Comedy,5.25,1
595,Comedy; Music,5.25,1
2689,Kids,5.25,1
7648,Kids; Police,5.25,1
1256,Kids; Sci-Fi,5.25,1
10829,Kids,5.25,1
1847,Slice of Life,5.25,1
1022,Sci-Fi; Hentai,5.25,1
13114,Comedy,5.25,1
6506,Music; Fantasy,5.25,1
1315,Comedy,5.25,1
4674,Action; Martial Arts; Samurai,5.25,1
7583,Fantasy; Comedy; Historical,5.25,1
528,Hentai,5.25,1
13458,Comedy; Parody; Super Power,5.25,1
7901,Hentai,5.25,1
5572,Sci-Fi,5.25,1
332,Mystery; Kids; Fantasy,5.25,1
7918,Comedy; Parody; Fantasy,5.25,1
11810,Drama; Kids,5.25,1
3393,Hentai,5.25,1
3058,Comedy,5.25,1
14147,School,5.25,1
8525,Adventure; Drama; Horror; Sci-Fi; Shounen; Supernatural,5.25,1
11322,Drama; Kids,5.25,1
12415,Hentai,5.26,1
9330,Slice of Life,5.26,1
496,Kids,5.26,1
12648,Kids,5.26,1
402,Ecchi,5.26,1
7608,Hentai; Sci-Fi,5.26,1
5704,Comedy; Horror,5.26,1
8415,Sports,5.26,1
13201,Slice of Life,5.26,1
13728,Sci-Fi; Comedy; Kids,5.26,1
12070,Comedy,5.26,1
1977,Comedy; Fantasy; Kids,5.26,1
398,Kids; Slice of Life; Drama,5.26,1
3831,Action; Mecha,5.26,1
7363,Magic,5.26,1
1589,Drama,5.26,1
11576,Fantasy; Kids,5.26,1
3062,Comedy; Military; Historical,5.26,1
1826,Comedy; Fantasy; Kids,5.27,1
2956,Comedy; Demons,5.27,1
6530,Slice of Life,5.27,1
10150,Action,5.27,1
10841,Super Power; Magic; Martial Arts; Fantasy,5.27,1
8281,Adventure; Fantasy,5.27,1
9405,Kids,5.27,1
10098,Historical,5.27,1
13625,Music,5.27,1
3006,Music,5.27,1
1986,Dementia; Music,5.27,1
5559,Comedy; Kids,5.27,1
4921,Comedy; Magic; Romance; Ecchi,5.27,1
1118,Drama; Fantasy,5.27,1
4644,Parody; Comedy; Mecha,5.27,1
5280,Action,5.27,1
9870,Kids; Cars; Comedy,5.27,1
12917,Dementia,5.27,1
4058,Dementia,5.27,1
1114,Parody; Comedy; Mecha,5.27,1
1511,Hentai,5.27,1
4667,Hentai,5.27,1
11853,Kids; Fantasy,5.27,1
13289,Hentai,5.27,1
1874,Kids,5.27,1
8345,Sci-Fi; Comedy; Mecha,5.28,1
957,Comedy,5.28,1
2293,Action,5.28,1
273,Adventure; Sci-Fi,5.28,1
5897,Comedy; Ecchi; Romance; School; Seinen; Sports,5.28,1
9359,Music,5.28,1
1058,Kids,5.28,1
3360,Comedy; Seinen,5.28,1
10158,Music,5.28,1
13772,Music; Kids,5.28,1
13785,Action; Demons; Fantasy; Hentai,5.28,1
1223,Music,5.28,1
1411,Sci-Fi; Comedy,5.28,1
10689,Action; Shounen; Sports,5.28,1
9451,Action; Adventure; Fantasy,5.28,1
6416,Action; Comedy,5.28,1
7449,Action; Comedy; Mecha,5.28,1
8080,Slice of Life,5.28,1
8060,Action; Sci-Fi; Adventure; Fantasy,5.28,1
4069,Fantasy; Kids,5.28,1
4215,Action; Sci-Fi; Super Power,5.28,1
13768,Hentai; School,5.28,1
2826,Comedy; School,5.28,1
9157,Kids,5.28,1
8643,Comedy,5.28,1
1383,Fantasy; Romance; Seinen,5.28,1
11286,Romance; School,5.28,1
5712,Music,5.28,1
9964,Adventure,5.28,1
6222,Comedy; Kids,5.28,1
6534,Action; Comedy; Samurai; Historical,5.28,1
2031,Adventure; Fantasy; Historical,5.28,1
5645,Kids,5.29,1
12512,Action; Adventure; Mecha,5.29,1
6375,Slice of Life; Comedy,5.29,1
9686,Music; Fantasy,5.29,1
4047,Kids,5.29,1
10896,Kids,5.29,1
13988,Historical,5.29,1
1381,Hentai,5.29,1
13068,Dementia; Fantasy,5.29,1
8598,Action; Supernatural; Samurai; Historical,5.29,1
1566,Comedy; Parody; Super Power,5.29,1
14321,Drama; Kids,5.29,1
459,Action; Seinen; Supernatural,5.29,1
13822,Drama; Kids,5.29,1
9745,Hentai,5.29,1
13698,Action,5.29,1
4804,Action; Drama; Shounen,5.29,1
243,Music; Historical,5.29,1
5619,Adventure; Fantasy; Kids; Mystery; Sci-Fi,5.29,1
2034,Fantasy,5.29,1
893,Comedy; School; Slice of Life,5.29,1
7774,Comedy; Magic,5.29,1
11868,Fantasy,5.29,1
11069,Dementia; Music,5.29,1
8691,Seinen; Sports,5.29,1
6961,Comedy; Fantasy; Kids,5.29,1
11336,Adventure; Drama; Shoujo,5.29,1
819,Kids; Adventure; Sci-Fi,5.29,1
3097,Romance; Hentai,5.3,1
8333,Music,5.3,1
7301,Music,5.3,1
2838,Comedy; Fantasy; Kids,5.3,1
9800,Adventure; Fantasy; Kids,5.3,1
13457,Action; Comedy; Ecchi; Parody,5.3,1
1708,Kids,5.3,1
11393,Adventure; Drama,5.3,1
5040,Comedy; Ecchi; Fantasy; Parody,5.3,1
3703,Hentai,5.3,1
429,Music,5.3,1
13678,Kids,5.3,1
7412,Adventure; Sci-Fi,5.3,1
1369,Action; Military; Historical; Kids,5.3,1
8660,Hentai; Drama,5.3,1
1211,Adventure; Historical; Romance,5.3,1
8666,Magic; Fantasy; School,5.3,1
13896,Action; Comedy; Mecha,5.3,1
11750,Kids; Music,5.3,1
6706,Music,5.3,1
2518,Fantasy,5.3,1
8269,Kids,5.3,1
11867,Hentai; Historical; Mystery,5.3,1
10767,Horror,5.31,1
12519,Comedy,5.31,1
1861,Hentai; Magic,5.31,1
5248,Comedy,5.31,1
8843,Comedy; Super Power,5.31,1
751,Demons; Fantasy; Historical,5.31,1
5207,Action; Horror; Sci-Fi,5.31,1
9897,Hentai; Mecha,5.31,1
13236,Slice of Life; Comedy,5.31,1
3991,Drama; Shoujo,5.31,1
3866,Historical; Fantasy,5.31,1
2054,Kids; Adventure; Comedy,5.31,1
4294,Slice of Life; Comedy,5.31,1
1117,Kids; Magic,5.31,1
4279,Magic; Music,5.31,1
1614,Sci-Fi; Adventure; Harem; Romance,5.31,1
7973,Action,5.31,1
12788,Comedy; Drama; Horror; Psychological; Romance,5.31,1
7275,Hentai,5.31,1
7863,Game,5.31,1
6656,Music,5.31,1
5734,Music,5.31,1
12406,Music,5.31,1
7460,Music,5.31,1
5925,Kids,5.31,1
2820,Comedy; Shounen,5.31,1
6949,Dementia,5.31,1
4669,Music; Psychological,5.32,1
12225,Psychological; Drama,5.32,1
1399,Comedy; Music,5.32,1
3967,Comedy,5.32,1
3946,Music; Kids,5.32,1
1132,Adventure; Historical,5.32,1
11337,Comedy; Sci-Fi,5.32,1
4489,Hentai; Psychological,5.32,1
12079,Action; Sci-Fi,5.32,1
9225,Comedy,5.32,1
13410,Parody; Mecha; Sci-Fi,5.32,1
5940,Comedy; Music; Kids,5.32,1
6446,Comedy; Fantasy; Kids,5.32,1
747,Romance; Slice of Life,5.32,1
12943,Music,5.32,1
3745,Drama,5.32,1
449,Hentai,5.32,1
13749,Kids; Magic,5.32,1
6789,Demons; Parody,5.32,1
2981,Comedy,5.32,1
8136,Comedy; Historical,5.32,1
3858,Comedy,5.32,1
6099,Comedy,5.32,1
8847,Shounen,5.32,1
3004,Kids,5.32,1
6766,Dementia,5.32,1
2408,Psychological; Horror,5.32,1
517,Comedy,5.32,1
11179,Mecha; Sci-Fi; Supernatural,5.32,1
10820,Action; Adventure; Comedy,5.32,1
10935,Hentai,5.32,1
12480,Game; Shounen; Supernatural,5.32,1
1361,Comedy; Fantasy; Kids; Super Power,5.32,1
7415,Action; Drama; Romance; Thriller; Shoujo,5.33,1
14070,Kids; Slice of Life,5.33,1
3701,Fantasy,5.33,1
13742,Kids,5.33,1
7750,Adventure; Mystery; Horror; Demons; Psychological; Supernatural; Drama; Fantasy; School,5.33,1
2457,Historical; Military,5.33,1
1171,Comedy,5.33,1
13486,Historical,5.33,1
14330,Historical; Samurai,5.33,1
14098,Drama; Kids,5.33,1
14398,Kids,5.33,1
2377,Fantasy; Kids; Supernatural,5.33,1
7740,Comedy; Fantasy; Kids,5.33,1
5752,Comedy,5.33,1
7606,Comedy; Ecchi,5.33,1
5790,Dementia,5.33,1
3633,Comedy,5.33,1
5605,Hentai,5.33,1
7289,Hentai,5.33,1
5651,Adventure; Fantasy; Kids,5.33,1
4351,Comedy; Ecchi; School,5.33,1
9674,Music,5.33,1
8584,Slice of Life,5.33,1
2303,Parody; Super Power,5.33,1
8555,Kids,5.33,1
778,Comedy; Slice of Life,5.33,1
3692,Adventure; Fantasy,5.33,1
11598,Hentai,5.33,1
4170,Sci-Fi; Space; Mecha,5.33,1
2563,Sports; Kids,5.33,1
14016,Drama; Historical,5.33,1
825,Kids; Super Power,5.33,1
10051,Kids,5.33,1
12795,Action; Military,5.33,1
13541,Hentai,5.33,1
13304,Comedy; Kids; Slice of Life,5.33,1
8496,Demons; Historical; Military,5.33,1
6956,Action; Adventure; Hentai; Horror; Sci-Fi,5.33,1
14312,Kids,5.33,1
13563,Comedy,5.33,1
14338,Drama; Historical,5.33,1
10189,Drama; Kids,5.33,1
710,Hentai,5.33,1
4840,Slice of Life; Comedy,5.33,1
12318,Music,5.33,1
8324,Sports; Comedy,5.33,1
13342,Comedy; Fantasy; Kids,5.33,1
10958,Action; Sci-Fi; Adventure; Martial Arts,5.33,1
10030,Action; Comedy; Fantasy,5.33,1
2037,Fantasy; Kids,5.33,1
5034,Adventure; Comedy; Kids; Fantasy,5.33,1
14333,Action; Adventure,5.33,1
12476,Cars,5.33,1
2348,Drama; Music,5.34,1
9116,Mecha; Music; Sci-Fi,5.34,1
5739,Adventure; Space; Drama,5.34,1
9654,Hentai,5.34,1
7999,Hentai,5.34,1
11250,Comedy; Parody,5.34,1
13047,Dementia,5.34,1
8173,Drama; Romance,5.34,1
64,Hentai,5.34,1
8497,Comedy; Ecchi; Magic; Mecha; Parody,5.34,1
9808,Action; Sci-Fi,5.34,1
7051,Sports; Shounen,5.34,1
4917,Music,5.34,1
5990,Kids,5.34,1
5926,Music,5.34,1
4461,Comedy; Horror; Supernatural,5.34,1
11357,Hentai,5.34,1
8752,Adventure,5.34,1
3401,Hentai,5.34,1
12260,Sci-Fi; Fantasy,5.35,1
2594,Music,5.35,1
6701,Comedy; Ecchi,5.35,1
13208,Action; Comedy; Ecchi; Parody; Shounen; Sports; Super Power,5.35,1
13023,Comedy,5.35,1
5742,Action; Mecha; Sci-Fi,5.35,1
550,Comedy,5.35,1
1792,Comedy,5.35,1
11849,Music,5.35,1
12213,Mecha; Sci-Fi,5.35,1
11970,Music,5.35,1
10886,Slice of Life,5.35,1
3637,Mecha; Horror; Sci-Fi,5.35,1
10646,Hentai,5.35,1
12432,Hentai,5.35,1
1521,Drama,5.35,1
10546,Psychological; Fantasy,5.35,1
9369,Action; Comedy; Drama; Seinen,5.35,1
3767,Comedy,5.35,1
3380,Action; Martial Arts,5.35,1
2166,Comedy; Fantasy; Kids,5.35,1
3279,Comedy; Historical; Supernatural,5.35,1
5793,Historical; Kids; Drama,5.35,1
11199,Magic; Music,5.35,1
8698,Fantasy; Kids,5.35,1
2939,Music,5.35,1
4835,Comedy,5.35,1
9043,Parody; Comedy; School; Seinen,5.35,1
5941,Magic; Fantasy,5.36,1
1435,Action; Comedy; Romance,5.36,1
6056,Adventure; Comedy; Fantasy; Kids; Slice of Life,5.36,1
13565,Comedy,5.36,1
12238,Hentai,5.36,1
1526,Action; Adventure; Comedy; Sci-Fi; Super Power,5.36,1
9221,Romance; School; Shoujo,5.36,1
13472,Music,5.36,1
5303,Historical,5.36,1
7451,Dementia,5.36,1
13618,Kids; Music,5.36,1
3704,Adventure,5.36,1
8238,Comedy,5.36,1
4025,Hentai,5.36,1
13821,Sci-Fi; Mecha; School,5.36,1
13636,Cars; Seinen,5.36,1
555,Fantasy; Military; School; Sci-Fi,5.36,1
11470,Music,5.36,1
6669,Kids,5.36,1
4502,Romance,5.36,1
264,Comedy,5.36,1
453,Comedy,5.36,1
2844,Ecchi; Fantasy,5.36,1
6616,Action; Drama; Horror,5.36,1
8372,Music; Dementia,5.36,1
4936,Hentai,5.36,1
11994,Drama,5.36,1
4355,Comedy,5.36,1
4939,Hentai,5.36,1
7331,Music,5.36,1
107,Hentai,5.36,1
11949,Parody; Comedy,5.36,1
7188,Action; Martial Arts,5.36,1
6104,Comedy; Fantasy; Shoujo,5.37,1
11055,Adventure; Comedy; Sci-Fi,5.37,1
6185,Adventure; Comedy,5.37,1
6191,Hentai,5.37,1
13032,Hentai,5.37,1
4833,Hentai; Yuri,5.37,1
13780,Demons; Hentai; Horror,5.37,1
6503,Hentai,5.37,1
11534,Adventure; Romance,5.37,1
1331,Comedy,5.37,1
1397,Slice of Life; Comedy,5.37,1
12414,Comedy,5.37,1
9023,Music,5.37,1
5890,Action; Historical; Supernatural,5.37,1
1458,Hentai,5.37,1
9168,Comedy; Sci-Fi; Shounen,5.37,1
12965,Comedy; Ecchi; Shoujo Ai,5.38,1
268,Action; Adventure,5.38,1
5439,Music,5.38,1
3426,Kids,5.38,1
13293,Slice of Life; Comedy; Romance; School,5.38,1
11372,Romance; Comedy; Sci-Fi; Drama,5.38,1
1967,Romance; School; Shoujo,5.38,1
11753,Kids,5.38,1
13946,Game; Slice of Life,5.38,1
10721,Comedy; Historical; Supernatural,5.38,1
1675,Hentai,5.38,1
11832,Adventure,5.38,1
2477,Action; Martial Arts; Romance; Shoujo,5.38,1
7856,Action; Sci-Fi,5.38,1
2138,Comedy; Romance; School; Drama,5.38,1
10382,Adventure; Comedy; Fantasy; Kids,5.38,1
13391,Music,5.38,1
10257,Comedy,5.38,1
3631,Slice of Life,5.38,1
10361,Comedy; Kids; Shoujo,5.38,1
10488,Music; Fantasy,5.38,1
4164,Dementia,5.39,1
7115,Action; Adventure,5.39,1
1959,Slice of Life; Comedy,5.39,1
10637,Mecha; Sci-Fi; Shounen,5.39,1
1884,Kids; Fantasy,5.39,1
12835,Action; Adventure; Police; Shounen,5.39,1
4690,Slice of Life,5.39,1
5283,Comedy; Horror; Romance; Sci-Fi,5.39,1
1379,Sports,5.39,1
10234,Game; Comedy; School,5.39,1
8636,Hentai; Romance,5.39,1
13993,Sci-Fi; Music,5.4,1
5554,Comedy; Kids; Sports,5.4,1
12148,Comedy,5.4,1
13574,Comedy; Parody,5.4,1
7091,Mecha; Military; Sci-Fi,5.4,1
3427,Action; Comedy; Fantasy; Shounen,5.4,1
1333,Adventure,5.4,1
6625,Comedy; Parody,5.4,1
2706,Comedy,5.4,1
9525,Adventure; Sci-Fi,5.4,1
9966,School,5.4,1
3942,Comedy; Ecchi; Shoujo Ai,5.4,1
5961,Shoujo,5.4,1
11367,Kids; Music,5.4,1
14189,Kids,5.4,1
4312,Action; Adventure; Martial Arts; Shounen,5.4,1
3984,Music,5.4,1
12250,Action; Adventure; Sci-Fi,5.4,1
10869,Sci-Fi; Space,5.4,1
3676,Comedy,5.4,1
13272,Drama; Fantasy; Kids,5.4,1
14221,Music,5.4,1
3553,Hentai,5.4,1
14365,Drama; Kids,5.4,1
12380,Drama; Parody; Slice of Life,5.4,1
8831,Kids; Fantasy; Comedy,5.4,1
9876,Game; Adventure; Cars; Kids; Mecha,5.4,1
12754,Sci-Fi,5.4,1
13212,Slice of Life,5.4,1
4386,Drama,5.4,1
6569,Horror,5.4,1
12113,Kids; Fantasy,5.4,1
12791,Historical,5.4,1
2350,Comedy; Fantasy; Kids,5.41,1
3325,Drama; Music,5.41,1
12268,Hentai,5.41,1
10737,Comedy,5.41,1
10727,Comedy; Fantasy; Parody,5.41,1
3682,Comedy; Kids,5.41,1
11267,Cars,5.41,1
6038,Adventure; Drama; Shoujo,5.41,1
7535,Music,5.41,1
11026,Romance; Shoujo,5.41,1
12566,Hentai,5.41,1
2156,Music; Kids,5.41,1
2507,Romance; Shoujo,5.41,1
12947,Action; Mecha; Military; Sci-Fi; Space,5.41,1
13835,Kids; Music,5.41,1
2729,nan,5.41,1
11397,Slice of Life,5.41,1
11400,Fantasy; Hentai; Demons; Horror,5.41,1
11776,Comedy; Fantasy; Kids,5.41,1
3523,Fantasy,5.41,1
12408,Adventure; Drama; Kids; Supernatural,5.41,1
13407,Slice of Life; Kids; Supernatural,5.41,1
12772,Slice of Life,5.41,1
1772,Ecchi; Yuri,5.41,1
13159,Music,5.41,1
11831,Music,5.41,1
598,Hentai,5.41,1
10494,Comedy; Kids,5.41,1
11856,Adventure,5.41,1
428,Dementia; Music,5.42,1
9541,Sci-Fi; Space,5.42,1
12455,Adventure; Fantasy; Hentai,5.42,1
8004,Comedy; Mystery; Parody,5.42,1
8464,Kids,5.42,1
6905,Music,5.42,1
2667,Hentai,5.42,1
4598,Hentai; Horror; Demons,5.42,1
1497,Action; Adventure; Comedy; Fantasy; Sci-Fi,5.42,1
1472,Action; Ecchi; Harem; Magic,5.42,1
2958,Fantasy; Kids; Music,5.42,1
12401,Parody; Comedy,5.42,1
4473,Shoujo; Supernatural,5.42,1
5842,Drama; Romance; Ecchi,5.42,1
11783,Comedy; Magic; Shoujo,5.42,1
4368,Music; Kids; Fantasy,5.42,1
2331,Slice of Life; Comedy,5.42,1
11289,Fantasy,5.42,1
7829,Action; Sci-Fi; Shounen; Space,5.42,1
11241,Magic; Shoujo,5.42,1
10617,Comedy,5.42,1
10204,Magic; Comedy; Shoujo,5.42,1
1036,Music,5.42,1
6692,Action; Music,5.42,1
1712,Comedy; Parody; Ecchi; Fantasy,5.42,1
13069,Comedy; Kids,5.42,1
6691,Comedy,5.42,1
11905,Hentai,5.42,1
9973,Horror,5.42,1
11945,Comedy; Parody; Sports; Mecha,5.42,1
14242,Kids; Drama,5.43,1
8890,Kids,5.43,1
5902,Kids; Fantasy,5.43,1
1169,Music,5.43,1
5401,Comedy; Sci-Fi,5.43,1
4276,Historical,5.43,1
6606,Parody; Sci-Fi,5.43,1
4769,Military; Comedy; Ecchi,5.43,1
1858,Hentai,5.43,1
9252,Action; Adventure; Kids,5.43,1
13497,Fantasy; Psychological,5.43,1
6629,Magic; Fantasy,5.43,1
1492,Comedy; Magic,5.43,1
10077,Hentai; Space,5.43,1
10089,Action,5.43,1
6146,Comedy; Historical; Drama,5.43,1
7120,Slice of Life; Comedy,5.43,1
7440,Hentai; Magic,5.43,1
1820,Sports,5.43,1
4356,Music,5.43,1
9441,Drama; School,5.43,1
2329,Parody; Comedy,5.43,1
8789,Comedy; Ecchi,5.43,1
1921,Fantasy; Kids,5.43,1
2427,Music; Slice of Life,5.43,1
189,Mystery; Shoujo,5.43,1
5669,Fantasy,5.43,1
4122,Music; Space,5.43,1
10251,Drama; Historical; Kids,5.43,1
14451,Kids; Drama,5.43,1
9341,Adventure; Ecchi; Mecha; Sci-Fi,5.43,1
7747,Historical,5.43,1
2588,Drama,5.43,1
5740,Kids,5.43,1
13261,Kids; Fantasy,5.43,1
5459,Music,5.43,1
13564,Kids; Fantasy,5.43,1
7370,Comedy; Fantasy,5.43,1
10583,Hentai,5.43,1
2670,Slice of Life; Comedy; School,5.43,1
12733,Action; Adventure; Kids,5.43,1
518,Adventure; Military,5.43,1
14021,Kids; Historical,5.43,1
5191,Adventure; Comedy; Space,5.43,1
5263,Slice of Life,5.43,1
