,genre,score,sentiment
11676,Historical; Military,6.68,1
781,Music,6.68,1
6779,Comedy; Ecchi; Romance; School,6.68,1
13665,Music,6.68,1
8043,Historical; Drama; Romance,6.68,1
7784,Slice of Life; School,6.68,1
697,Action; Adventure; Military; Drama; Seinen,6.68,1
540,Action; Historical; Martial Arts; Fantasy,6.68,1
12310,Comedy,6.68,1
10765,Drama; Harem; Music; Romance,6.68,1
10932,Sci-Fi; Adventure; Romance; Fantasy; Josei,6.68,1
1723,Sci-Fi; Horror; Psychological; School,6.68,1
12625,Action; Military; Sci-Fi,6.68,1
335,Action; Drama; Shounen,6.68,1
3603,Slice of Life,6.68,1
4344,Fantasy,6.68,1
7828,Hentai,6.68,1
360,Drama; Sci-Fi; Space,6.68,1
12950,Hentai,6.68,1
11220,Comedy; Romance; School; Slice of Life,6.68,1
5213,Hentai,6.68,1
4857,Adventure; Ecchi; Fantasy; Magic; Mystery; Shoujo Ai,6.68,1
8153,Sci-Fi; Shounen,6.68,1
4567,Comedy; Kids,6.69,1
13598,Adventure; Sci-Fi; Shounen; Space,6.69,1
5841,Mystery,6.69,1
9135,Mystery; Super Power; Supernatural; Drama,6.69,1
13117,Comedy; Fantasy; Kids; Sci-Fi; Shounen,6.69,1
8867,Comedy; School; Shounen,6.69,1
6135,Ecchi; Romance; Slice of Life,6.69,1
6944,Sports,6.69,1
10933,Action; Drama; Shounen; Sports,6.69,1
4566,Fantasy; Kids,6.69,1
11909,Hentai,6.69,1
6145,Adventure; Comedy; Fantasy; Supernatural,6.69,1
11697,Seinen; Slice of Life,6.69,1
3741,Sci-Fi,6.69,1
1468,Action; Drama; Fantasy; Romance,6.69,1
588,Action; Comedy; Ecchi; Romance; School; Sci-Fi; Shounen,6.69,1
4018,Comedy; Horror; Kids,6.69,1
4619,Adventure; Cars; Shounen; Sports,6.69,1
7028,Cars; Shounen; Sports,6.69,1
13364,Adventure; Fantasy; Historical; Drama; Shounen,6.69,1
8348,Comedy; Romance,6.69,1
3846,Game; Mystery; Sci-Fi,6.69,1
12558,Action; Sci-Fi; Mystery; Psychological; Drama; Mecha,6.69,1
585,Music; Romance; Shoujo; Sports,6.69,1
7190,Sports; School; Drama,6.69,1
6274,Comedy; Slice of Life,6.69,1
8916,Kids; Drama,6.69,1
4304,Comedy; Fantasy,6.69,1
520,Adventure; Comedy; Sci-Fi,6.69,1
5007,Hentai,6.69,1
3052,Drama; Music; Romance; Sci-Fi; Shoujo,6.69,1
8184,Adventure; Comedy; Fantasy; Slice of Life,6.69,1
10987,Action; Romance; Supernatural; Historical; School; Drama; Shounen Ai,6.69,1
610,Slice of Life; Comedy; Magic; Fantasy,6.69,1
3379,Mecha; Military; Sci-Fi,6.69,1
10797,Sci-Fi; Mystery; Psychological; Supernatural,6.69,1
10604,Comedy,6.69,1
7329,Action; Adventure; Magic; Fantasy; Shounen,6.69,1
9809,Action; Adventure; Ecchi; Fantasy,6.69,1
8010,Drama; Magic; Romance; Shounen,6.69,1
3156,Action; Adventure; Ecchi; Fantasy,6.69,1
12713,Action; Comedy; Kids; Magic; Mecha; Sci-Fi; Shounen; Super Power,6.69,1
4888,Comedy; Sci-Fi,6.69,1
13782,Adventure; Fantasy; Kids,6.69,1
2513,Action; Comedy; Romance; Fantasy; School; Shounen,6.69,1
13222,Military; Historical; Drama,6.69,1
477,Drama,6.69,1
3855,Action; Adventure; Fantasy; Magic,6.69,1
11145,Fantasy; School,6.69,1
7264,Comedy; Magic,6.69,1
10906,Historical; Kids,6.69,1
11862,Kids; Adventure,6.69,1
12930,Drama; Kids,6.69,1
2286,Comedy; Seinen,6.69,1
8502,Adventure; Super Power; Demons; Supernatural,6.69,1
10631,Adventure; Comedy; Fantasy; Kids,6.69,1
9974,Action; Adventure; Comedy; Super Power; Martial Arts; Fantasy; Shounen,6.69,1
12442,Comedy; Ecchi; Harem; Romance,6.69,1
6747,Historical,6.69,1
2797,Comedy; Romance,6.69,1
8853,Drama; Romance; Shoujo; Slice of Life,6.69,1
7827,Slice of Life; Comedy,6.7,1
6558,Action; Comedy; Supernatural,6.7,1
2135,Demons; Historical,6.7,1
9218,Action; Mecha; Sci-Fi; Shounen,6.7,1
14182,Drama; Kids,6.7,1
10295,Fantasy; Kids,6.7,1
6351,Action; Comedy; Ecchi; Samurai; Seinen,6.7,1
1538,Comedy; Fantasy; Kids,6.7,1
6962,Psychological; Mecha; Military; Supernatural; Drama,6.7,1
2282,Action; Sci-Fi; Adventure; Drama,6.7,1
11155,Action; Fantasy; Mecha,6.7,1
12271,Kids,6.7,1
6283,Slice of Life; Adventure; Drama,6.7,1
12484,Action; Mecha; Sci-Fi,6.7,1
4145,Fantasy; Magic; Romance; Supernatural; Demons; Historical; Shoujo,6.7,1
1222,Action; Comedy; Harem; Mecha; Sci-Fi,6.7,1
675,Action; Fantasy; Military; Sci-Fi,6.7,1
4879,Sci-Fi; Space,6.7,1
7591,Adventure; Fantasy; Historical; Kids; Magic; Supernatural,6.7,1
9422,Comedy; Ecchi,6.7,1
13412,Action; Sci-Fi; Super Power,6.7,1
6037,Action; Drama; Yaoi,6.7,1
13144,Action; Adventure; Drama; Martial Arts; Romance; Shounen,6.7,1
13267,Comedy,6.7,1
5096,Sports; Mecha; Sci-Fi; Shounen,6.7,1
9684,Game; Slice of Life; Comedy; Parody,6.7,1
5633,Action; Sci-Fi; Drama; Mecha,6.7,1
2809,Military; School,6.7,1
12350,Comedy; Historical; Parody; Samurai; Seinen,6.7,1
1818,Action; Adventure; Mystery; Comedy; Seinen,6.7,1
514,Ecchi; Comedy,6.7,1
12192,Adventure; Comedy; Sports,6.7,1
6924,Hentai,6.7,1
12007,Kids; Adventure; Fantasy,6.7,1
7351,Fantasy,6.7,1
1909,Hentai,6.7,1
4817,Adventure; Comedy; Fantasy; Game; Sci-Fi; Shounen,6.7,1
10551,Adventure; Comedy,6.7,1
5259,Fantasy; Historical; Kids,6.7,1
6664,Harem; Hentai,6.7,1
6708,Comedy,6.7,1
10418,Hentai; Sci-Fi,6.7,1
10591,Comedy,6.7,1
10719,Action; Sci-Fi; Adventure,6.7,1
4634,Hentai,6.7,1
8246,Hentai,6.7,1
4161,Action; Sci-Fi; Comedy; Ecchi,6.7,1
3607,Action; Adventure; Romance; Sci-Fi; Shounen; Super Power,6.7,1
9618,Action; Adventure; Demons; Drama; Fantasy; Horror; Military; Romance; Seinen; Supernatural,6.7,1
9031,Adventure; Historical,6.7,1
8727,Fantasy; Harem; Hentai; Magic; Supernatural,6.7,1
3772,Action; Adventure; Psychological; Comedy; Mecha; Drama; Horror; Mystery; Sci-Fi,6.7,1
5286,Slice of Life; Comedy; Supernatural; Seinen,6.7,1
4899,Hentai,6.7,1
9003,Action; Drama; Seinen,6.7,1
793,Police; Sci-Fi; Seinen,6.7,1
9901,Action; Ecchi; Martial Arts,6.71,1
307,Comedy; School; Shounen; Sports,6.71,1
3173,Drama; Romance; Slice of Life,6.71,1
2645,Action; Adventure; Comedy; Drama; Shounen,6.71,1
13284,Slice of Life; Comedy; Drama; Romance; Shounen,6.71,1
11413,Action; Seinen,6.71,1
8241,Sci-Fi; Music; Slice of Life,6.71,1
216,Comedy; Magic; School; Shoujo,6.71,1
10729,Adventure; Drama; Fantasy; Shounen,6.71,1
4387,Action,6.71,1
9295,Drama,6.71,1
6829,Action; Adventure; Comedy; Fantasy; Sci-Fi; Supernatural,6.71,1
1060,Hentai,6.71,1
6260,Action; Fantasy; Magic; Shounen,6.71,1
5414,Comedy; Ecchi; Fantasy; School,6.71,1
1493,Ecchi; Music,6.71,1
5710,Hentai,6.71,1
13662,Adventure; Comedy; Ecchi; Fantasy; Magic; School,6.71,1
5678,Adventure; Comedy; Ecchi; Magic; Sci-Fi,6.71,1
11243,Comedy,6.71,1
7872,Comedy; Fantasy; Slice of Life,6.71,1
9685,Comedy; Romance; School,6.71,1
483,Action; Adventure; Comedy; Fantasy; Kids,6.71,1
544,Comedy,6.71,1
11010,Hentai,6.71,1
2423,Action; Drama; Fantasy; Mecha; Sci-Fi,6.71,1
10828,Action; Sci-Fi; Adventure; Romance; Mecha,6.71,1
11630,Action; Martial Arts; Super Power,6.71,1
1283,Action; Adventure; Mecha,6.71,1
11300,Kids; Comedy; Sci-Fi; Shounen,6.71,1
5116,Action; Sports; Shounen,6.71,1
7447,Drama; Music; Romance,6.71,1
13162,Drama; Seinen; Sports,6.71,1
7968,Kids; Sports,6.71,1
4796,Slice of Life; Comedy; Drama; Seinen,6.71,1
7991,Hentai,6.71,1
8352,Comedy,6.71,1
3064,Action; Adventure; Historical; Demons; Martial Arts; Samurai; Shounen,6.71,1
7581,Hentai; Magic,6.71,1
386,Adventure; Comedy; Mecha; Sci-Fi; Shounen,6.71,1
9642,Comedy; Parody; School,6.71,1
9781,Mystery,6.71,1
7166,Action; Mystery; Horror; Supernatural; Vampire; School,6.71,1
12669,Action; Military; Sci-Fi; Adventure; Space; Drama,6.71,1
6193,Action; Sci-Fi; Super Power; School,6.71,1
11338,Slice of Life,6.71,1
11465,Ecchi; Romance; School; Drama,6.71,1
403,Adventure; Comedy; Drama; Military; Sci-Fi; Shounen; Supernatural,6.71,1
11398,Hentai,6.71,1
5130,Action; Adventure; Comedy; Fantasy; Magic,6.71,1
11163,Adventure; Drama; Fantasy,6.71,1
11861,Romance; Drama; Shounen,6.71,1
7163,Historical; Kids,6.71,1
3180,Sci-Fi,6.71,1
1455,Action; Comedy; Supernatural; Ecchi,6.71,1
12516,Comedy; Ecchi; Harem; Romance; School,6.71,1
3663,Comedy; Ecchi; Fantasy; School,6.71,1
5498,Comedy; Historical; Kids,6.71,1
9972,Comedy; Drama; Romance; Yaoi,6.71,1
3429,Music,6.71,1
5978,Hentai,6.71,1
2862,Action; Super Power; Supernatural; Ecchi; Seinen,6.71,1
1236,Action; Adventure; Comedy; Mecha; Sci-Fi; Shounen,6.71,1
7431,Action; Demons; Shounen; Supernatural,6.71,1
12417,Comedy; Fantasy,6.71,1
13432,Action; Comedy; Ecchi,6.71,1
13623,Slice of Life; Comedy; Shounen,6.71,1
6199,Adventure,6.72,1
1043,Comedy; Shounen,6.72,1
7502,Adventure; Comedy; Fantasy; Kids; Shounen,6.72,1
2854,Hentai,6.72,1
13175,Comedy; Supernatural; Thriller,6.72,1
4727,Slice of Life; Historical; Drama,6.72,1
208,Action; Comedy; Hentai; Sci-Fi,6.72,1
1210,Ecchi; Comedy; Romance; Supernatural,6.72,1
11511,Music,6.72,1
3000,Sci-Fi; Adventure; Mecha; Shounen,6.72,1
11928,Adventure; Drama; Mecha; Romance; Sci-Fi,6.72,1
4952,Sci-Fi; Adventure; Space,6.72,1
11964,Action; Adventure; Drama; Mecha; Sci-Fi,6.72,1
13596,Comedy; Harem; Romance; School,6.72,1
9856,Action; Kids; Adventure; Fantasy,6.72,1
7931,Comedy; Magic; Parody,6.72,1
11053,Mecha; Military; Sci-Fi,6.72,1
7232,Comedy; Fantasy; Slice of Life,6.72,1
4973,Magic; Shoujo,6.72,1
13256,Adventure; Drama; Fantasy; Shounen,6.72,1
1859,Action; Adventure; Fantasy,6.72,1
8285,Action; Sci-Fi,6.72,1
6349,Action; Adventure; Comedy; Mecha; Sci-Fi,6.72,1
3911,Adventure; Drama; Sci-Fi,6.72,1
4777,Historical,6.72,1
11650,Historical; Slice of Life,6.72,1
8918,Drama; Shoujo,6.72,1
13396,Slice of Life; Music; Drama,6.72,1
11816,Action; Mecha; Military; Sci-Fi; Drama,6.72,1
3233,Action; Military; Adventure; Drama; Shounen,6.72,1
1329,Ecchi,6.72,1
9968,Adventure; Comedy; Magic; Shounen; Supernatural,6.72,1
8862,Drama; Music,6.72,1
13502,Slice of Life; Historical; Drama,6.72,1
11497,Adventure; Comedy; Fantasy; Kids; Sci-Fi; Shounen,6.72,1
2845,Comedy; Ecchi,6.72,1
6470,Action; Comedy; Super Power; Romance; School,6.72,1
12536,Comedy; Romance; Supernatural,6.72,1
8309,Comedy,6.72,1
6729,Slice of Life; Comedy,6.72,1
7338,Action; Sci-Fi; Adventure; Magic; Vampire; Fantasy,6.72,1
3501,Hentai,6.72,1
7783,Comedy; Music; Slice of Life,6.72,1
6815,Action; Adventure; Sci-Fi,6.72,1
1664,Action; Adventure; Comedy; Kids; Super Power,6.72,1
3145,Hentai,6.72,1
9814,Comedy; Music; Shounen,6.73,1
9027,Adventure; Historical; Drama,6.73,1
7735,Comedy,6.73,1
10574,Comedy,6.73,1
5544,Comedy; Romance,6.73,1
3445,Action; Demons; Fantasy; Super Power,6.73,1
13194,Music,6.73,1
4500,Comedy,6.73,1
7202,Comedy; Military; Sci-Fi; Shounen,6.73,1
2479,Music; Psychological; School,6.73,1
6223,Action; Drama; Military; Sci-Fi; Space,6.73,1
4394,Comedy; Romance,6.73,1
13111,Adventure; Fantasy,6.73,1
5831,Adventure; Fantasy; Romance,6.73,1
7551,Kids; Fantasy,6.73,1
7948,Sci-Fi; Comedy; Police; Mecha,6.73,1
13335,Comedy; Ecchi,6.73,1
12054,Kids; Slice of Life,6.73,1
423,Slice of Life; Comedy; Sports; Romance; School; Shoujo,6.73,1
769,Hentai,6.73,1
10117,Hentai,6.73,1
8249,Sports,6.73,1
8909,Kids; Magic,6.73,1
10898,Comedy; School; Slice of Life,6.73,1
11156,Action; Mecha; Sci-Fi; Shounen,6.73,1
2428,Fantasy; Magic; Shoujo,6.73,1
8855,Comedy; Sports; School; Shounen,6.73,1
94,Music,6.73,1
5422,Game; Adventure; Space,6.73,1
4622,Fantasy; Kids,6.73,1
500,Parody; Comedy,6.73,1
1233,Action; Adventure; Comedy; Parody; Fantasy,6.73,1
1062,Fantasy,6.73,1
3785,Mystery; Seinen; Supernatural; Thriller,6.73,1
12298,Shounen; Sports,6.73,1
12049,Ecchi; Comedy; Sci-Fi,6.73,1
4035,Harem; Hentai,6.73,1
249,Adventure; Kids; Shounen,6.73,1
7598,Comedy; Supernatural; Romance; Fantasy; Josei; Shounen Ai,6.73,1
10343,Hentai,6.73,1
10126,Romance; Music; Drama,6.73,1
611,Comedy; Sports,6.73,1
331,Hentai,6.73,1
8469,Comedy; Drama; Romance; Shounen; Slice of Life,6.73,1
13754,Action; Drama; Romance; Fantasy,6.73,1
7492,Comedy; Kids; Slice of Life,6.73,1
1174,Slice of Life; Comedy; Supernatural,6.73,1
625,Drama; Ecchi; Music; Romance; School; Shounen,6.73,1
6816,Action; Fantasy; Magic; Romance,6.73,1
1731,Action; Military; Sci-Fi; Adventure,6.74,1
1382,Adventure; Drama; Historical; Slice of Life,6.74,1
9896,Comedy; Shounen,6.74,1
13014,Drama; Romance,6.74,1
12949,Hentai,6.74,1
8428,Comedy; Ecchi; Romance; School; Seinen,6.74,1
6969,Kids; Adventure; Comedy,6.74,1
11925,Ecchi; Fantasy; Magic,6.74,1
527,Hentai,6.74,1
6396,Drama,6.74,1
8735,Sci-Fi; Adventure; Mystery; Super Power; Supernatural; School,6.74,1
11025,Sci-Fi; Music; Psychological,6.74,1
5312,Supernatural; Drama; Magic; Romance; Fantasy,6.74,1
13361,Harem; Comedy; Drama; Romance; School; Shounen Ai,6.74,1
10302,Comedy,6.74,1
6495,Action; Comedy; Super Power; Seinen,6.74,1
5973,Kids; Adventure; Fantasy; Comedy; Sci-Fi; Shounen,6.74,1
11159,Action; Sci-Fi; Adventure,6.74,1
10771,Action; Adventure; Comedy; Drama; Fantasy; Historical,6.74,1
9123,Hentai,6.74,1
11181,Game; Psychological,6.74,1
1916,Comedy,6.74,1
7151,Comedy; Music; School,6.74,1
11906,Sci-Fi; Harem; Comedy; Romance; Ecchi,6.74,1
13365,Magic; Music; Romance; School,6.74,1
13579,Comedy,6.74,1
3231,Action; Military; School,6.74,1
2473,Fantasy,6.74,1
13270,Drama; Horror; Mystery; Seinen,6.74,1
11411,Drama; Fantasy; Kids,6.74,1
7235,Action; Adventure; Comedy; Parody; Fantasy,6.74,1
3780,Harem; Hentai; Supernatural; Fantasy,6.74,1
3391,Action; Comedy; Martial Arts; Parody; School; Shounen; Sports,6.74,1
3285,Action; Sci-Fi; Fantasy,6.74,1
10515,Comedy; Horror,6.74,1
9544,Comedy; Dementia; Slice of Life,6.74,1
3367,Adventure; Comedy; Mecha,6.74,1
13729,Hentai,6.74,1
8993,Comedy; Slice of Life,6.74,1
5883,Comedy; Romance; School; Shounen,6.74,1
13747,Adventure; Cars; Sports; Shounen,6.74,1
5976,Comedy; Ecchi; School,6.74,1
1973,Fantasy; Harem; Hentai; Magic; Supernatural,6.74,1
1366,Kids,6.74,1
1469,Action; Adventure; Fantasy,6.74,1
1513,Comedy; School; Shoujo,6.74,1
971,Action; Sci-Fi; Mecha,6.74,1
11102,Action; Mystery; Super Power,6.74,1
12374,Adventure; Comedy; Sports,6.74,1
1151,Hentai,6.74,1
2622,Drama,6.74,1
10121,Comedy; Drama; Harem; Magic; Romance; School,6.74,1
10877,Action; Comedy; Ecchi; Seinen,6.74,1
10921,Drama; Romance; Sci-Fi,6.74,1
9802,Comedy; Harem; Romance,6.74,1
2613,Music,6.74,1
5320,Comedy; Sci-Fi; Slice of Life; Seinen,6.74,1
7069,Hentai,6.74,1
7906,Action; Sci-Fi; Adventure; Police; Mecha,6.74,1
11092,Action; Super Power; Supernatural,6.74,1
13429,Fantasy; Magic; School,6.74,1
14468,Kids,6.75,1
4507,Adventure; Fantasy; Kids; Sci-Fi; Shounen,6.75,1
11235,Comedy; Sci-Fi; Seinen,6.75,1
6678,Comedy; Police,6.75,1
411,Ecchi; Comedy; Supernatural,6.75,1
9692,Comedy,6.75,1
6518,Comedy,6.75,1
4536,Comedy; Shounen; Sports,6.75,1
1821,Adventure; Mecha; Military; Sci-Fi; Shounen,6.75,1
8686,Hentai,6.75,1
9733,Comedy; Parody,6.75,1
479,Adventure; Drama; Historical,6.75,1
3727,Comedy; Drama; Romance,6.75,1
9838,Adventure; Comedy; Kids,6.75,1
3653,Romance; Shoujo,6.75,1
12834,Drama; Music,6.75,1
12939,Kids; Supernatural,6.75,1
6828,Hentai,6.75,1
9593,Adventure,6.75,1
5705,Comedy; Magic,6.75,1
8776,Comedy; Kids,6.75,1
4903,Comedy; Ecchi; Magic,6.75,1
7010,Adventure,6.75,1
13426,Action; Mecha; Romance; Shounen,6.75,1
14237,Romance; School; Sports,6.75,1
3084,Action; Mecha; Sci-Fi; Shounen,6.75,1
12263,Action; Sports; Shounen,6.75,1
8802,Sports; Shounen,6.75,1
962,Fantasy; Kids,6.75,1
6130,Drama; Historical,6.75,1
5389,Comedy; Slice of Life,6.75,1
7081,Action; Historical; Martial Arts; Fantasy,6.75,1
14093,Kids; Super Power,6.75,1
13362,Action; Martial Arts; Fantasy; Shounen,6.75,1
10107,Hentai,6.75,1
4255,Kids,6.75,1
3221,Adventure; Fantasy,6.75,1
1558,Drama; Fantasy; Sci-Fi; Supernatural,6.75,1
682,Adventure; Comedy; Fantasy; Mecha; Shounen,6.75,1
10717,Comedy; Demons; Ecchi; Fantasy; Romance; Seinen,6.75,1
5562,Action; Adventure; Comedy; Mystery; Sci-Fi,6.75,1
4829,Comedy; School,6.75,1
4119,Action; Comedy; Fantasy; School,6.75,1
13046,Comedy,6.75,1
3395,Mecha; Sci-Fi; Shounen; Space,6.75,1
3277,Fantasy; Kids; Romance,6.75,1
3315,Romance; Supernatural; Comedy; School,6.75,1
14217,Kids; Drama,6.75,1
11943,Action; Adventure; Historical; Drama,6.75,1
1707,Adventure; Fantasy; Shoujo,6.75,1
8554,Adventure; Fantasy; Historical,6.75,1
7578,Adventure; Comedy; Fantasy; Kids,6.75,1
3962,Comedy; Fantasy; Kids; Magic,6.75,1
1061,Action; Mecha; Mystery; Police,6.75,1
9969,Comedy; Drama; Romance; School; Shoujo Ai; Slice of Life,6.75,1
6340,Comedy,6.75,1
3020,Comedy; School; Slice of Life,6.75,1
9347,Comedy,6.75,1
6264,Kids,6.75,1
4163,Comedy; Historical,6.75,1
2984,Historical; Kids,6.75,1
12160,Slice of Life; Magic; Fantasy,6.75,1
7360,Historical; Kids,6.76,1
7695,Supernatural; Historical,6.76,1
397,Adventure; Historical,6.76,1
13060,Harem; Ecchi,6.76,1
12752,Adventure; Comedy; Fantasy; Shounen; Supernatural,6.76,1
6048,Comedy; Harem; Romance,6.76,1
909,Action; Sci-Fi; Adventure,6.76,1
10799,Comedy; Fantasy; Magic; Romance; Shounen,6.76,1
8014,Hentai,6.76,1
12685,Action; Fantasy; Martial Arts; Sci-Fi; Supernatural,6.76,1
11379,Comedy; School; Slice of Life,6.76,1
6324,Comedy; Kids; Sci-Fi; Shounen,6.76,1
5487,Super Power; Ecchi; Martial Arts; School,6.76,1
7574,Space; Comedy; Mecha; Military; Drama; Sci-Fi,6.76,1
5198,Action; Ecchi; Martial Arts; School; Seinen; Super Power,6.76,1
10318,Adventure; Comedy; Parody; Fantasy,6.76,1
3877,Sci-Fi; Adventure; Comedy; Mecha; Seinen,6.76,1
6617,Ecchi; Comedy; Sci-Fi; Shounen,6.76,1
5002,Harem; Comedy; Demons; Romance; Fantasy; Shounen,6.76,1
10221,Hentai,6.76,1
10731,Action; Harem; Supernatural; Romance; Ecchi; School,6.76,1
7836,Action; Shounen; Sports,6.76,1
10406,Adventure; Sports; Shounen,6.76,1
9378,Action; Drama; Fantasy; Mecha; Romance; Sci-Fi,6.76,1
5044,Action; Game; Shounen,6.76,1
10466,Action; Super Power; Adventure; Comedy; Shounen,6.76,1
7637,Comedy; Parody,6.76,1
7753,Drama; Shoujo; Sports,6.76,1
4800,School,6.76,1
2103,Action; Sci-Fi; Adventure; Comedy; Police,6.76,1
2225,Music; Shoujo,6.76,1
9442,Comedy; Slice of Life,6.76,1
2195,Adventure; Fantasy; Magic; Demons; Drama,6.76,1
6989,Music,6.76,1
4258,Harem; Romance; Shoujo,6.76,1
4484,Comedy; Supernatural; Seinen,6.76,1
7538,Comedy; Magic; Seinen,6.76,1
9788,Adventure; Magic; Comedy; Romance; Shoujo,6.76,1
8687,Action; Adventure; Mystery; Comedy; Seinen,6.76,1
11701,Comedy; Shounen,6.76,1
1048,Comedy; Magic; Shoujo; Slice of Life,6.76,1
1161,Action; Adventure; Comedy; Sci-Fi; Shounen; Sports,6.76,1
8782,Historical; Drama; Romance,6.76,1
13126,Adventure; Horror; Magic; Martial Arts; Shounen; Supernatural,6.76,1
7012,Hentai,6.76,1
8368,Comedy,6.76,1
201,Hentai,6.77,1
2088,Adventure; Comedy; Supernatural; Horror; Shounen,6.77,1
6371,Action; Drama; Sci-Fi; Space,6.77,1
9959,Parody; School; Slice of Life,6.77,1
11677,Action; Military; Sci-Fi; Fantasy,6.77,1
12997,Drama; Sci-Fi,6.77,1
1774,Sports; School; Shounen,6.77,1
13629,Adventure; Military; Sci-Fi; Shounen,6.77,1
11950,Sci-Fi; Adventure; Mecha; Shounen,6.77,1
3614,Music; School; Shoujo,6.77,1
12449,Shounen; Sports,6.77,1
3066,Comedy; Romance; Shoujo,6.77,1
3263,Action; Ecchi; Harem; Martial Arts; School; Super Power,6.77,1
12234,Kids; Adventure; Comedy,6.77,1
9068,Comedy,6.77,1
11268,Adventure; Demons; Supernatural,6.77,1
4799,Adventure; Magic; Comedy; Romance; Shoujo,6.77,1
3441,Action; Fantasy; Game; Sci-Fi; Shounen,6.77,1
6774,Adventure; Drama,6.77,1
10453,Comedy; School; Slice of Life,6.77,1
3063,Comedy; School; Seinen; Slice of Life,6.77,1
1579,Fantasy; Magic; Slice of Life,6.77,1
9084,Supernatural; Magic,6.77,1
2094,Slice of Life; Comedy; Seinen,6.77,1
5506,Ecchi; Comedy; Romance; Supernatural,6.77,1
5321,Slice of Life; Comedy; Ecchi; School; Seinen,6.77,1
1676,Adventure; Fantasy,6.77,1
2763,Comedy; School; Seinen; Slice of Life,6.77,1
4095,Romance; School; Shoujo,6.77,1
13137,Comedy; Romance; School; Seinen; Slice of Life,6.77,1
2065,Action; Adventure; Fantasy,6.77,1
3963,Comedy; Supernatural,6.77,1
12430,Action; Comedy; Seinen,6.77,1
8007,Adventure; Fantasy; Samurai; Shounen,6.77,1
5729,Action; Adventure; Mecha; Sci-Fi; Shounen,6.77,1
776,Drama; Music,6.77,1
1848,Drama; Fantasy; Magic; Shoujo,6.77,1
3493,Action; Adventure; Comedy; Kids; Super Power,6.77,1
4102,Adventure; Fantasy; Magic; Shounen,6.77,1
12760,Harem; Hentai,6.77,1
3267,Comedy; Supernatural; Romance; Ecchi; Vampire,6.77,1
5306,Military; Comedy; Parody,6.77,1
5374,Action; Martial Arts; Historical; Shounen,6.77,1
10010,Hentai,6.77,1
10621,Adventure; Comedy; Horror; School; Shounen; Supernatural,6.77,1
7669,Action; Adventure; Cars; Comedy; Sci-Fi; Shounen,6.77,1
743,Comedy; Shoujo,6.77,1
593,Fantasy,6.77,1
12424,Comedy; Drama; Harem; Romance; Slice of Life,6.77,1
10912,Kids; Magic,6.77,1
12749,Action; Sci-Fi; Mecha,6.78,1
789,Hentai,6.78,1
10581,Action; Historical,6.78,1
3779,Adventure; Kids; Fantasy,6.78,1
3577,Drama; Sci-Fi; Seinen; Space,6.78,1
13386,Comedy; Demons; Ecchi; Fantasy; Romance; Seinen,6.78,1
1961,Mecha; Military; Sci-Fi; Space,6.78,1
2179,Comedy; Ecchi; School; Shounen,6.78,1
5909,Comedy; Music,6.78,1
5833,Action; Martial Arts; Fantasy; Shounen,6.78,1
13061,Sci-Fi; Space; Mecha,6.78,1
3131,Fantasy; Shounen,6.78,1
5186,Drama; Fantasy; Shoujo,6.78,1
12814,Comedy; Sci-Fi; Shounen,6.78,1
4594,Harem; Mystery; Comedy; Romance; Ecchi; School,6.78,1
10252,Comedy; Ecchi; Seinen,6.78,1
12077,Comedy; Military,6.78,1
4867,Sci-Fi,6.78,1
1945,Hentai,6.78,1
11541,Slice of Life; Historical; Drama; School,6.78,1
3473,Action; School; Shoujo Ai,6.78,1
5960,Comedy; Ecchi; Harem; Romance,6.78,1
3199,Comedy,6.78,1
5331,Slice of Life; Drama; Shoujo,6.78,1
11607,Drama; Romance,6.78,1
9640,Fantasy; Magic; Shoujo,6.78,1
7926,Fantasy; Slice of Life,6.78,1
13648,Action; Sci-Fi; Super Power,6.78,1
10425,Cars; Sports,6.78,1
10454,Action; Ecchi; Martial Arts; Super Power; School,6.78,1
13316,Comedy; Sports; Shounen,6.78,1
10766,Comedy; Mystery,6.78,1
2101,Action; Game; Shounen,6.78,1
7286,Comedy,6.78,1
7647,Shounen,6.78,1
7588,Action; Adventure; Supernatural; Drama; Vampire; Fantasy,6.78,1
1568,Comedy; Ecchi; Harem; Romance; Shounen,6.78,1
12853,Action; Mystery; Romance; Fantasy; Shoujo,6.78,1
7139,Comedy; School; Shounen; Slice of Life,6.78,1
176,Comedy; Supernatural; Vampire,6.78,1
1528,Adventure; Mecha; Sci-Fi; Shounen,6.78,1
7687,Action; Sci-Fi; Adventure; Comedy; Kids; Fantasy,6.78,1
9418,Mystery; Shounen,6.78,1
2327,Sci-Fi; Adventure; Mecha,6.78,1
11684,Magic; Shoujo,6.78,1
1718,Action; Game; Sci-Fi; Romance; School,6.78,1
7109,Action; Historical; Mecha; Sci-Fi,6.78,1
8928,Adventure; Drama; Shounen,6.78,1
8742,Magic; Comedy; Romance; School,6.78,1
7078,Comedy; Sci-Fi,6.78,1
6896,Action; Mecha,6.78,1
9146,Adventure; Fantasy; Music,6.78,1
8655,Action; Adventure; Police; Comedy; Sci-Fi,6.78,1
7092,Hentai,6.78,1
8726,Action; Martial Arts; Fantasy; Shounen,6.78,1
1653,Ecchi; Harem,6.78,1
4741,Slice of Life; Drama; Shoujo,6.79,1
9511,Magic; Shoujo,6.79,1
7257,Hentai,6.79,1
10705,Music; School; Slice of Life,6.79,1
